번호,소재지전화,사업장명
5308,626826000,대웅한방병원
5309,624505000,세계로병원
5310,623621175,평강한방병원
5311,629428811,은혜요양병원
5312,623838275,한울병원
5313,625224191,동림허바킴병원
5314,,서울화이트치과병원
5315,625147511,대성병원
5316,626707700,모아산부인과병원
5317,624578000,아주병원
5318,623838275,한울병원
5319,623620075,태영21병원
5320,,북구하나아동병원
5321,626029000,빛고을여성병원
5322,626513636,코끼리휴병원
5323,,신촌요양병원
5324,625132222,튼튼정형외과병원
5325,626501000,광주백병원
5326,625197588,광주참병원
5327,623697700,케이K병원
5328,627167000,광주아주병원
5329,623507101,동신병원
5330,622227582,김병원
5331,626106000,광주우리병원
5332,626001000,한일병원
5333,623687588,시엘병원
5334,622691500,은병원
5335,626002500,미래아동병원
5336,,에이치앤호남병원
5337,626766700,광주제일병원
5338,626706822,원광병원
5339,626038005,광주새우리병원
5340,622668080,대중병원
5341,629499000,송정사랑병원
5342,622603170,에덴병원
5343,623805800,보라안과병원
5344,,청심병원
5345,622502500,북구미래아동병원
5346,629751000,의료법인가평의료재단 첨단선병원
5347,629710088,첨단우암병원
5348,328342553,송도미소어린이병원
5349,432257700,웰니스어린이병원
5350,612828500,남악정다운요양병원
5351,618707575,비오메드요양병원
5352,435331000,의료법인가은의료재단 혁신성모병원
5353,427177575,사회복지법인 성화 대전재활병원
5354,647202103,제주특별자치도 제주의료원
5355,647628001,서귀포열린병원
5356,647541022,탑동병원
5357,,튼튼병원
5358,532308800,경북권역재활병원
5359,428246900,의료법인 리노의료재단 유성웰니스재활병원
5360,543712511,의료법인명보의료재단청춘병원
5361,3218339903,나움병원
5362,423370300,청춘병원
5363,616551688,다온한방병원
5364,612727575,솔튼병원
5365,338139955,암오케이 요양병원
5366,432347582,청주원병원
5367,332635335,더 오케이 병원
5368,437608885,의료법인 여덕의료재단 증평병원
5369,616526000,이안요양병원
5370,432222025,새진한방병원
5371,542772755,포항제이케이(JK)한방병원
5372,055-852-8002,사천성모병원
5373,041-934-3261,의료법인대웅의료재단보령요양병원
5374,041-356-7114,당진우리병원
5375,041-355-8600,당진효제요양병원
5376,031-370-0000,의료법인 화성의료재단 화성제일병원
5377,031-238-1000,의료법인 백상의료재단 연세한국병원
5378,220-1234,의료법인청주병원
5379,043-000-0000,의료법인 청미의료재단 청미요양병원
5380,02-2635-2809,영등포병원
5381,02-3779-1512,가톨릭대학교 여의도성모병원
5382,062-525-6515,광주사랑요양병원
5383,062-525-1000,효자요양병원
5384,062-460-1000,삼성메트로요양병원
5385,053-644-9100,아이꿈터아동병원
5386,053-431-1119,대구효도요양병원
5387,383-1080,슬기로운병원
5388,041-751-0014,의료법인예은의료재단편안요양병원
5389,041-944-1077,칠갑산의료재단 중앙병원
5390,621-7576,천안의료소비자생활협동조합도솔요양병원
5391,543-0011,아산효요양병원
5392,410-3000,천안효요양병원
5393,041-634-5042,의료법인평화의료재단 홍주병원
5394,031-323-4221,다니엘정신병원
5395,031-216-2279,베스트원요양병원
5396,031-285-2100,연세키드니요양병원
5397,054-383-3531,군위삼성병원
5398,053-562-0100,아세아병원
5399,053-655-8575,대경의료소비자생활협동조합 재생e요양병원
5400,,현대병원
5401,,현대이병원
5402,054-777-6648,의료법인경희의료재단경주병원
5403,054-701-0075,경희의료재단  한마음요양병원
5404,751-0102,의료법인종인의료재단효인요양병원
5405,587-5511,유림요양병원
5406,041-523-1000,의료법인금비의료재단시온척척병원
5407,958-3535,송암요양병원
5408,952-2119,메디플러스 요양병원
5409,031-612-9000,의료법인 성림의료재단 메디웰병원
5410,031-664-3939,의료법인 원융의료재단 송탄참요양병원
5411,"615-9800,1566-0019",의료법인 대정의료재단 평택병원
5412,031-668-2550,의료법인 원융의료재단 혜인병원
5413,031-541-3311,포천사랑요양병원
5414,031-533-7114,운천한방병원
5415,031-775-2575,휴드림요양병원
5416,031-376-0670,인성요양병원
5417,033-340-9700,횡성하나요양병원
5418,062)714-9000,해피뷰삼성병원
5419,630-2511,의료법인 영풍의료재단풍기성심요양병원
5420,063-538-7575,한국병원
5421,032-887-2500,꿈이있는요양병원
5422,063-857-5900,호남병원
5423,033-648-0990,청강요양병원
5424,033-761-6911,지방공사강원도원주의료원
5425,033-732-0270,원주요양병원
5426,052-235-5533,미래아동병원
5427,052-230-8900,의료법인 진창의료재단 세종현대병원
5428,052-249-9675,시민건강병원
5429,052-242-1234,의료법인 득명의료재단 씨엘요양병원
5430,052-712-1000,노블레스요양병원
5431,,강화영광병원
5432,032-886-1725,성인천한방병원
5433,032-884-7551,인천백세요양병원
5434,1588-2150,21세기병원
5435,230-1000,의료법인 이로운의료재단
5436,439-1800,인천논현의료소비자생활협동조합 인천논현요양병원
5437,032-270-1234,의료법인 송운의료재단 다사롬병원
5438,421-7501,의료법인 동주의료재단 동주요양병원
5439,032-527-7575,부평한방병원
5440,529-0888,의료법인나다의료재단 소망병원
5441,061-395-0075,효실천사랑나눔요양병원
5442,061-330-8000,의료법인벧엘의료재단카네이션요양병원
5443,061-260-6000,목포연세병원
5444,061-640-3333,의료법인한빛의료재단여수원광한방병원
5445,061-808-1000,사랑재활요양병원
5446,064-732-2347,서귀포요양병원
5447,064-732-2347,서귀포효병원
5448,063-463-8888,은파요양병원
5449,063-851-5600,익산희망병원
5450,063-851-3700,의료법인경영의료재단 e-조은요양병원
5451,464-9980,의료법인 수산원의료재단 군산희망요양병원
5452,440-3114,의료법인 드림의료재단 군산예수병원
5453,,의료법인 김제중앙요양병원
5454,063-260-0600,봉동미래병원
5455,062)676-3330,마음손한방병원
5456,062-363-9112,신세계요양병원
5457,,동래현대병원
5458,051-557-5988,의료법인 늘하얀치과재단 늘하얀치과병원
5459,051-337-2588,부산자연요양병원
5460,051-334-5711,편안한의료소비자생활협동조합 편안한요양병원
5461,051-302-0020,의료법인 신한의료재단 진요양병원
5462,051-323-0303,고은의료소비자생활협동조합 서원요양병원
5463,757-7878,의료법인조영의료재단광안진요양병원
5464,051-727-9779,조은재암한방병원
5465,936-9000,우리들요양병원
5466,052-249-1501,강서병원
5467,052-210-0100,유성병원
5468,052-703-7000,우정병원
5469,522108000,박병원
5470,,포항미르치과병원
5471,062-953-2537,상록한방병원
5472,051-628-7080,(의)삼대의료재단 오복당요양병원
5473,051-242-4678,이웃사랑의료생활협동조합 참존요양병원
5474,051-941-1002,성진의료소비자생활협동조합강서요양병원
5475,051-704-8661,새생명요양병원
5476,051-868-6114,함께하는의료생협 우리요양병원
5477,051-861-0202,친절한요양병원
5478,051-755-5570,소수의료소비자생활협동조합 연산이루요양병원
5479,055-645-8882,평화요양병원
5480,052-227-7511,사람이소중한병원
5481,522127575,튼튼아동병원
5482,298-1155,정안의료소비자생활협동조합 라이프요양병원
5483,053-551-1200,테크노아이사랑병원
5484,062-601-6000,중경한방병원
5485,1661-1115,소람한방병원
5486,02-992-5318,정인노인전문병원
5487,914-2000,의선의료재단 선한이웃병원
5488,02-2061-5544,따스한봄날처럼요양병원
5489,1644-0875,새희망의료생활협동조합 어울림요양병원
5490,032-553-8888,학교법인 장안학원 유민한방병원
5491,032-545-2111,인천시민 의료소비자생활협동조합 인천시민요양병원
5492,1661-7557,인천시민의료소비자생활협동조합 인천시민병원
5493,055-296-5111,의료법인대원의료재단 마산복음병원
5494,055-584-1112,태광의료재단 함안중앙병원
5495,055-589-5700,소명요양병원
5496,055-330-6000,의료법인보원의료재단 경희대학교 교육협력 중앙병원
5497,055-339-2224,의료법인현담의료재단 현대병원
5498,055-356-8200,효성의료재단세종병원
5499,055-356-8200,(의)효성의료재단세종요양병원
5500,055-313-6771,한마음요양병원
5501,055-312-8000,파티마병원
5502,794-1010,진주e중앙병원
5503,055-321-1141,(의)인계의료재단 이은요양병원
5504,055-720-8876,의료법인원의료재단 주병원
5505,055-320-2080,성모요양병원
5506,055-327-3434,실버캐슬요양병원
5507,055-552-7575,세명병원
5508,055-224-6300,의료법인한샘의료재단세양요양병원
5509,055-290-3000,재단법인한국뇌졸중연구장학재단마산복음요양병원
5510,031-496-6200,은혜병원
5511,031-763-3352,한사랑요양병원
5512,031-908-7580,사단법인다정한방병원
5513,031-981-7119,김포요양병원
5514,031-585-3372,연제의료생활협동조합가평명인암노인전문병원
5515,962-6254,명성병원
5516,032-684-0251,늘좋은의료생활협동조합다나한방병원
5517,032-662-2600,사단법인대한잠수구조사협회부천늘사랑요양병원
5518,055-674-6800,고성병원
5519,,고성삼성요양병원
5520,238-5656,의료법인세종의료재단세종노인요양병원
5521,291-8114,씨엔씨푸른병원
5522,264-0751,의료법인최헌식기념의료재단최병원
5523,031-415-1155,의)엠케이의료재단효심요양병원
5524,031-365-3182,열린한방병원
5525,031-574-8899,서울병원
5526,031-493-0200,반월우리병원
5527,,다나은의료생활협동조합 다나은한방병원
5528,031-407-1122,의료법인 조은의료재단 제일조은요양병원
5529,031-456-7841,의료법인 복지요양병원
5530,031-496-6600,의료법인 현대의료재단 시흥현대요양병원
5531,02-382-0075,수사랑한방병원
5532,043-909-9000,의료법인청진의료재단 디에스병원
5533,032-428-7582,노블한방병원
5534,031-496-9010,로이요양병원
5535,063-276-7122,정드림요양병원
5536,055-786-7400,의료법인 행복한의료재단 행복한요양병원
5537,055-386-6371,의료법인 동인의료재단 웅상요양병원
5538,055-854-6000,의료법인순영의료재단 경남도립정신병원
5539,055-852-7521,사천중앙병원
5540,055-855-0088,의료법인 태영의료재단 사천삼성요양병원
5541,055-852-7521,사천중앙요양병원
5542,055-855-6300,사천현대병원
5543,055-851-5400,의료법인 행복한의료재단 사천중앙병원
